CustomerID,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,RFM_Score
15074.0,0,42,748.87,1,3,2,132
15075.0,0,27,773.03,1,3,2,132
16216.0,0,37,914.9299999999998,1,3,2,132
12713.0,0,38,848.5500000000001,1,3,2,132
14222.0,0,41,683.1700000000001,1,3,2,132
16127.0,0,40,656.25,1,3,2,132
12976.0,0,22,738.6,1,3,2,132
13753.0,0,35,741.26,1,3,2,132
13878.0,0,36,1281.53,1,3,2,132
12478.0,0,36,680.9900000000001,1,3,2,132
16491.0,0,39,731.5,1,3,2,132
12425.0,0,36,777.1999999999999,1,3,2,132
14756.0,0,38,738.9599999999998,1,3,2,132
12374.0,0,33,742.93,1,3,2,132
13639.0,0,40,1033.3400000000001,1,3,2,132
12638.0,0,39,671.69,1,3,2,132
15677.0,0,33,657.23,1,3,2,132
12658.0,0,36,686.05,1,3,2,132
16563.0,0,19,1077.74,1,3,2,132
14894.0,0,23,655.7499999999999,1,3,2,132
16708.0,0,27,656.6300000000001,1,3,2,132
12418.0,0,34,668.58,1,3,2,132
14015.0,0,20,917.34,1,3,2,132
12769.0,0,32,1143.6,1,3,2,132
13341.0,0,42,775.8499999999999,1,3,2,132
16120.0,0,32,1294.14,1,3,2,132
13518.0,0,38,659.4399999999998,1,3,2,132
13934.0,0,31,922.0999999999999,1,3,2,132
13464.0,0,41,674.6800000000001,1,3,2,132
12475.0,0,36,723.3799999999999,1,3,2,132
16766.0,0,34,1145.5999999999997,1,3,2,132
13572.0,0,33,1384.2499999999998,1,3,2,132
15475.0,0,29,454.10999999999996,1,3,3,133
15837.0,0,24,391.98,1,3,3,133
15957.0,0,42,428.89000000000004,1,3,3,133
15975.0,0,24,371.01,1,3,3,133
12733.0,0,22,383.95000000000005,1,3,3,133
15994.0,0,35,427.07000000000005,1,3,3,133
12740.0,0,27,427.59999999999997,1,3,3,133
12729.0,0,26,453.01000000000005,1,3,3,133
15639.0,0,25,425.32,1,3,3,133
15520.0,0,18,343.5,1,3,3,133
15825.0,0,20,532.94,1,3,3,133
12792.0,0,25,400.53999999999996,1,3,3,133
15789.0,0,25,351.3,1,3,3,133
12824.0,0,25,397.11999999999995,1,3,3,133
12833.0,0,24,417.38,1,3,3,133
12834.0,0,18,312.38,1,3,3,133
15725.0,0,32,415.25,1,3,3,133
12790.0,0,21,324.9200000000001,1,3,3,133
15699.0,0,18,309.6499999999999,1,3,3,133
15695.0,0,22,409.98,1,3,3,133
12866.0,0,26,559.12,1,3,3,133
15652.0,0,21,337.74,1,3,3,133
15623.0,0,19,301.03,1,3,3,133
15921.0,0,25,336.03000000000003,1,3,3,133
15592.0,0,24,388.58,1,3,3,133
15585.0,0,31,455.29999999999995,1,3,3,133
15930.0,0,21,426.63000000000005,1,3,3,133
15557.0,0,20,473.65,1,3,3,133
15551.0,0,29,436.05999999999995,1,3,3,133
12922.0,0,28,405.38,1,3,3,133
15539.0,0,41,538.46,1,3,3,133
12945.0,0,23,462.95000000000005,1,3,3,133
15795.0,0,42,610.01,1,3,3,133
15300.0,0,28,496.43999999999994,1,3,3,133
15417.0,0,28,508.80000000000007,1,3,3,133
13494.0,0,18,316.26000000000005,1,3,3,133
13485.0,0,23,454.24,1,3,3,133
14139.0,0,26,415.81999999999994,1,3,3,133
14142.0,0,22,311.81,1,3,3,133
14158.0,0,41,507.65999999999997,1,3,3,133
14184.0,0,24,452.89,1,3,3,133
14270.0,0,29,492.65,1,3,3,133
14317.0,0,24,508.58,1,3,3,133
14036.0,0,38,626.65,1,3,3,133
13398.0,0,26,457.34000000000003,1,3,3,133
13395.0,0,21,307.71999999999997,1,3,3,133
13385.0,0,35,534.5699999999999,1,3,3,133
13372.0,0,23,378.63999999999993,1,3,3,133
13358.0,0,29,439.03000000000003,1,3,3,133
14489.0,0,30,463.38,1,3,3,133
13332.0,0,21,350.9,1,3,3,133
14528.0,0,18,364.21999999999997,1,3,3,133
14600.0,0,25,393.33,1,3,3,133
14348.0,0,18,409.57,1,3,3,133
13304.0,0,21,300.41999999999996,1,3,3,133
14022.0,0,28,440.0,1,3,3,133
13504.0,0,22,295.93000000000006,1,3,3,133
13670.0,0,25,349.7,1,3,3,133
13706.0,0,20,330.79,1,3,3,133
13602.0,0,23,428.89,1,3,3,133
13721.0,0,28,524.1400000000001,1,3,3,133
13732.0,0,33,491.86000000000007,1,3,3,133
13594.0,0,26,396.97,1,3,3,133
13737.0,0,30,339.6,1,3,3,133
13740.0,0,23,350.75,1,3,3,133
14014.0,0,39,505.18,1,3,3,133
13774.0,0,22,345.0,1,3,3,133
13801.0,0,23,324.79999999999995,1,3,3,133
13833.0,0,29,384.7999999999999,1,3,3,133
13844.0,0,20,361.62,1,3,3,133
13874.0,0,18,540.45,1,3,3,133
13887.0,0,19,349.54999999999995,1,3,3,133
13923.0,0,20,351.13000000000005,1,3,3,133
13927.0,0,21,348.99000000000007,1,3,3,133
13974.0,0,28,413.59,1,3,3,133
13800.0,0,33,558.32,1,3,3,133
15450.0,0,30,429.84,1,3,3,133
14622.0,0,21,320.58,1,3,3,133
13291.0,0,42,361.11,1,3,3,133
15153.0,0,22,329.25,1,3,3,133
15165.0,0,27,487.75,1,3,3,133
15185.0,0,21,310.62,1,3,3,133
15193.0,0,19,499.31999999999994,1,3,3,133
15210.0,0,20,331.18,1,3,3,133
15225.0,0,23,409.4000000000001,1,3,3,133
15243.0,0,22,316.68,1,3,3,133
15254.0,0,18,300.36000000000007,1,3,3,133
15149.0,0,23,520.8,1,3,3,133
15264.0,0,23,393.7400000000001,1,3,3,133
13045.0,0,18,305.28,1,3,3,133
13044.0,0,33,560.47,1,3,3,133
15303.0,0,31,574.02,1,3,3,133
15314.0,0,24,327.96999999999997,1,3,3,133
15318.0,0,33,312.62,1,3,3,133
15326.0,0,29,311.7099999999999,1,3,3,133
15343.0,0,21,364.5,1,3,3,133
15386.0,0,31,394.14,1,3,3,133
13052.0,0,18,348.15000000000003,1,3,3,133
14633.0,0,20,344.9000000000001,1,3,3,133
15148.0,0,20,301.29,1,3,3,133
15130.0,0,22,330.11000000000007,1,3,3,133
14703.0,0,22,318.16999999999996,1,3,3,133
14753.0,0,30,563.1499999999999,1,3,3,133
14757.0,0,19,420.50000000000006,1,3,3,133
14762.0,0,21,300.52,1,3,3,133
13239.0,0,22,329.56,1,3,3,133
14873.0,0,28,519.6800000000001,1,3,3,133
14886.0,0,18,364.79999999999995,1,3,3,133
13210.0,0,22,353.48,1,3,3,133
15142.0,0,26,498.74000000000007,1,3,3,133
14888.0,0,20,369.2,1,3,3,133
13166.0,0,42,414.70000000000005,1,3,3,133
14988.0,0,40,334.53999999999996,1,3,3,133
15010.0,0,20,308.94,1,3,3,133
13142.0,0,23,307.0899999999999,1,3,3,133
15047.0,0,22,343.61999999999995,1,3,3,133
15090.0,0,23,381.32,1,3,3,133
15099.0,0,23,410.48,1,3,3,133
15115.0,0,21,340.11,1,3,3,133
14951.0,0,20,311.69000000000005,1,3,3,133
12725.0,0,24,427.8,1,3,3,133
15448.0,0,28,494.64,1,3,3,133
16345.0,0,38,575.4100000000001,1,3,3,133
16141.0,0,30,620.4,1,3,3,133
16193.0,0,19,314.45000000000005,1,3,3,133
16982.0,0,22,384.06,1,3,3,133
16823.0,0,38,358.37999999999994,1,3,3,133
16826.0,0,22,341.70000000000005,1,3,3,133
16135.0,0,21,517.5500000000001,1,3,3,133
12420.0,0,29,600.3900000000001,1,3,3,133
12538.0,0,21,363.95,1,3,3,133
12447.0,0,26,476.49,1,3,3,133
16529.0,0,30,455.25,1,3,3,133
16535.0,0,31,593.75,1,3,3,133
12448.0,0,22,449.4500000000001,1,3,3,133
16758.0,0,22,369.34000000000003,1,3,3,133
16425.0,0,21,302.69999999999993,1,3,3,133
16202.0,0,18,365.27,1,3,3,133
16830.0,0,23,325.90999999999997,1,3,3,133
12650.0,0,20,314.44,1,3,3,133
16366.0,0,18,327.3,1,3,3,133
12552.0,0,20,437.82,1,3,3,133
16978.0,0,39,344.3299999999999,1,3,3,133
16485.0,0,42,363.65,1,3,3,133
16803.0,0,24,332.3,1,3,3,133
16423.0,0,18,346.12,1,3,3,133
16796.0,0,18,305.61999999999995,1,3,3,133
16404.0,0,23,443.05000000000007,1,3,3,133
16400.0,0,29,303.93,1,3,3,133
12426.0,0,30,582.73,1,3,3,133
12564.0,0,21,456.90000000000003,1,3,3,133
12667.0,0,33,620.1300000000001,1,3,3,133
16574.0,0,28,451.43999999999994,1,3,3,133
12365.0,0,23,320.68999999999994,1,3,3,133
16820.0,0,26,497.61,1,3,3,133
12591.0,0,26,452.84999999999997,1,3,3,133
16769.0,0,40,380.39,1,3,3,133
16479.0,0,35,300.83,1,3,3,133
16967.0,0,21,319.02,1,3,3,133
16142.0,0,37,535.3399999999999,1,3,3,133
12639.0,0,22,486.1,1,3,3,133
16947.0,0,21,406.48,1,3,3,133
16147.0,0,22,374.99999999999994,1,3,3,133
12519.0,0,18,340.84000000000003,1,3,3,133
12521.0,0,38,599.68,1,3,3,133
12452.0,0,23,428.57,1,3,3,133
16063.0,0,23,335.32000000000005,1,3,3,133
12644.0,0,31,477.90999999999997,1,3,3,133
16104.0,0,29,302.36,1,3,3,133
16625.0,0,23,333.08,1,3,3,133
16627.0,0,20,322.80000000000007,1,3,3,133
16715.0,0,19,301.71999999999997,1,3,3,133
16275.0,0,33,559.87,1,3,3,133
16052.0,0,34,362.05999999999995,1,3,3,133
12715.0,0,21,353.85999999999996,1,3,3,133
12623.0,0,18,305.1,1,3,3,133
16236.0,0,20,432.19999999999993,1,3,3,133
16272.0,0,25,411.7,1,3,3,133
16030.0,0,29,331.24,1,3,3,133
12491.0,0,26,460.40000000000003,1,3,3,133
16643.0,0,27,487.51,1,3,3,133
12631.0,0,31,640.5,1,3,3,133
16884.0,0,26,429.84000000000003,1,3,3,133
16025.0,0,28,439.65999999999997,1,3,3,133
16650.0,0,24,518.4200000000001,1,3,3,133
16732.0,0,28,603.7499999999999,1,3,3,133
12617.0,0,42,355.53000000000003,1,3,3,133
12707.0,0,33,603.42,1,3,3,133
12580.0,0,24,415.70000000000005,1,3,3,133
16850.0,0,19,332.41,1,3,3,133
16318.0,0,19,328.15,1,3,3,133
16305.0,0,22,361.21999999999986,1,3,3,133
16084.0,0,38,436.18,1,3,3,133
16207.0,0,19,394.38,1,3,3,133
16613.0,0,30,618.5900000000001,1,3,3,133
12614.0,0,20,315.59999999999997,1,3,3,133
12648.0,0,21,318.04999999999995,1,3,3,133
12390.0,0,32,549.84,1,3,3,133
16834.0,0,24,413.46000000000004,1,3,3,133
16072.0,0,23,584.32,1,3,3,133
16071.0,0,21,326.24,1,3,3,133
16614.0,0,26,506.19,1,3,3,133
15408.0,0,34,267.18,1,3,4,134
16413.0,0,31,262.2,1,3,4,134
14098.0,0,21,147.34999999999997,1,3,4,134
16412.0,0,35,151.83,1,3,4,134
16252.0,0,21,-295.09000000000003,1,3,4,134
14100.0,0,26,194.90000000000003,1,3,4,134
15292.0,0,25,180.94,1,3,4,134
15261.0,0,19,254.81999999999996,1,3,4,134
15335.0,0,36,173.97,1,3,4,134
16339.0,0,20,109.95000000000002,1,3,4,134
15320.0,0,36,267.13000000000005,1,3,4,134
12956.0,0,19,108.07,1,3,4,134
15438.0,0,25,156.57999999999998,1,3,4,134
14082.0,0,29,182.24999999999997,1,3,4,134
15454.0,0,25,179.10000000000002,1,3,4,134
14068.0,0,24,265.85,1,3,4,134
14041.0,0,21,141.41,1,3,4,134
15435.0,0,29,149.29000000000002,1,3,4,134
16482.0,0,18,220.62,1,3,4,134
15167.0,0,41,163.00000000000003,1,3,4,134
13244.0,0,27,121.74,1,3,4,134
14357.0,0,41,225.76999999999998,1,3,4,134
14362.0,0,41,161.2,1,3,4,134
12512.0,0,34,138.03,1,3,4,134
12506.0,0,23,73.50000000000001,1,3,4,134
14722.0,0,29,187.92,1,3,4,134
16753.0,0,34,223.92,1,3,4,134
14697.0,0,22,188.60999999999996,1,3,4,134
16601.0,0,31,244.79999999999995,1,3,4,134
14413.0,0,23,122.7,1,3,4,134
14349.0,0,31,133.5,1,3,4,134
14652.0,0,29,114.18,1,3,4,134
16721.0,0,37,292.46999999999997,1,3,4,134
16720.0,0,27,155.24,1,3,4,134
16697.0,0,21,112.75000000000001,1,3,4,134
14585.0,0,29,157.05,1,3,4,134
14453.0,0,22,119.93,1,3,4,134
14578.0,0,24,168.63,1,3,4,134
14570.0,0,29,218.06,1,3,4,134
13322.0,0,25,199.48,1,3,4,134
14536.0,0,19,171.8,1,3,4,134
14476.0,0,19,215.7,1,3,4,134
14647.0,0,30,243.21999999999997,1,3,4,134
15175.0,0,23,224.14000000000004,1,3,4,134
14813.0,0,30,155.42999999999998,1,3,4,134
13411.0,0,18,213.55,1,3,4,134
12573.0,0,28,160.54,1,3,4,134
16447.0,0,36,259.01,1,3,4,134
16448.0,0,20,188.89000000000001,1,3,4,134
15097.0,0,25,248.07999999999998,1,3,4,134
14165.0,0,25,122.54,1,3,4,134
14174.0,0,26,134.46,1,3,4,134
13449.0,0,19,291.88000000000005,1,3,4,134
16461.0,0,33,151.41999999999996,1,3,4,134
16773.0,0,26,171.59,1,3,4,134
15052.0,0,30,215.78,1,3,4,134
14830.0,0,40,197.13,1,3,4,134
16483.0,0,19,139.35,1,3,4,134
15017.0,0,20,125.58000000000001,1,3,4,134
15016.0,0,20,170.04,1,3,4,134
14974.0,0,21,114.39,1,3,4,134
14972.0,0,18,114.77,1,3,4,134
14968.0,0,37,147.59000000000003,1,3,4,134
13170.0,0,32,116.00999999999999,1,3,4,134
14966.0,0,38,191.32,1,3,4,134
14247.0,0,20,136.76999999999998,1,3,4,134
13187.0,0,37,236.01999999999998,1,3,4,134
13193.0,0,29,117.88000000000001,1,3,4,134
15035.0,0,27,252.73000000000002,1,3,4,134
15517.0,0,27,267.03000000000003,1,3,4,134
16017.0,0,32,211.88,1,3,4,134
16666.0,0,32,118.97999999999999,1,3,4,134
15988.0,0,27,158.03,1,3,4,134
16117.0,0,30,232.21,1,3,4,134
16914.0,0,38,208.45999999999995,1,3,4,134
15556.0,0,31,279.77,1,3,4,134
12718.0,0,19,238.25,1,3,4,134
13621.0,0,19,213.85,1,3,4,134
13600.0,0,19,219.51999999999998,1,3,4,134
15923.0,0,21,127.08000000000001,1,3,4,134
15790.0,0,35,220.85,1,3,4,134
13598.0,0,41,167.42000000000002,1,3,4,134
15776.0,0,18,241.61999999999998,1,3,4,134
13584.0,0,24,142.4,1,3,4,134
15723.0,0,41,203.10000000000002,1,3,4,134
15904.0,0,30,164.67999999999998,1,3,4,134
13684.0,0,31,64.23,1,3,4,134
13859.0,0,28,201.16,1,3,4,134
16965.0,0,26,201.18999999999994,1,3,4,134
15897.0,0,24,222.05,1,3,4,134
12893.0,0,34,188.14000000000001,1,3,4,134
15774.0,0,25,270.79999999999995,1,3,4,134
13560.0,0,33,174.36999999999998,1,3,4,134
15748.0,0,21,149.30999999999997,1,3,4,134
15746.0,0,29,182.96000000000004,1,3,4,134
13603.0,0,27,164.34,1,3,4,134
13716.0,0,21,138.28,1,3,4,134
16887.0,0,37,194.88000000000002,1,3,4,134
15853.0,0,30,110.80000000000001,1,3,4,134
16113.0,0,30,161.38,1,3,4,134
15537.0,0,24,110.92000000000002,1,3,4,134
15543.0,0,28,127.86,1,3,4,134
15528.0,0,26,229.32999999999998,1,3,4,134
12920.0,0,28,164.23000000000002,1,3,4,134
13626.0,0,19,257.22999999999996,1,3,4,134
12923.0,0,29,176.97,1,3,4,134
13570.0,0,27,239.49000000000004,1,3,4,134
15541.0,0,29,85.13,1,3,4,134
16026.0,0,32,236.09,1,3,4,134
16754.0,0,2,2002.4,1,4,1,141
15195.0,0,1,3861.0,1,4,1,141
14887.0,0,6,1862.0,1,4,1,141
16281.0,0,17,2062.0600000000004,1,4,1,141
14935.0,0,10,1784.71,1,4,1,141
15341.0,0,17,2020.52,1,4,1,141
13135.0,0,1,3096.0,1,4,1,141
16000.0,0,9,12393.699999999999,1,4,1,141
16986.0,0,3,1873.2,1,4,1,141
12497.0,0,14,1043.1,1,4,2,142
15333.0,0,16,1028.56,1,4,2,142
14055.0,0,10,725.6400000000001,1,4,2,142
14603.0,0,2,660.0,1,4,2,142
13689.0,0,6,910.0,1,4,2,142
14411.0,0,14,1063.0,1,4,2,142
12603.0,0,3,739.1999999999999,1,4,2,142
16505.0,0,4,777.6,1,4,2,142
14212.0,0,9,1070.48,1,4,2,142
12770.0,0,12,1351.4499999999998,1,4,2,142
16276.0,0,6,810.6000000000001,1,4,2,142
13328.0,0,17,1308.48,1,4,2,142
16377.0,0,5,676.2,1,4,2,142
15098.0,0,5,649.5,1,4,2,142
14566.0,0,4,1432.0,1,4,2,142
14885.0,0,15,765.3199999999999,1,4,2,142
13325.0,0,12,675.3,1,4,2,142
15739.0,0,8,449.12,1,4,3,143
16430.0,0,6,300.85,1,4,3,143
13270.0,0,1,590.0,1,4,3,143
13751.0,0,9,296.25,1,4,3,143
15127.0,0,16,406.53000000000003,1,4,3,143
13441.0,0,13,296.64000000000004,1,4,3,143
15063.0,0,5,370.79999999999995,1,4,3,143
13108.0,0,10,350.05999999999995,1,4,3,143
16177.0,0,15,331.95,1,4,3,143
16096.0,0,12,320.62,1,4,3,143
12436.0,0,16,509.01000000000005,1,4,3,143
15087.0,0,15,306.94,1,4,3,143
16159.0,0,14,348.2000000000001,1,4,3,143
13260.0,0,8,557.62,1,4,3,143
13699.0,0,14,308.58,1,4,3,143
16450.0,0,11,311.92,1,4,3,143
16509.0,0,13,363.70000000000005,1,4,3,143
14196.0,0,6,335.52,1,4,3,143
14847.0,0,13,309.4,1,4,3,143
14327.0,0,12,311.65000000000003,1,4,3,143
14870.0,0,13,327.24999999999994,1,4,3,143
14804.0,0,12,353.27,1,4,3,143
13216.0,0,5,333.74,1,4,3,143
15857.0,0,14,296.99999999999994,1,4,3,143
12690.0,0,16,389.01,1,4,3,143
16105.0,0,13,336.96,1,4,3,143
16545.0,0,3,339.3,1,4,3,143
12795.0,0,14,430.48,1,4,3,143
14924.0,0,10,310.05,1,4,3,143
14932.0,0,17,363.53,1,4,3,143
16123.0,0,16,307.78000000000003,1,4,3,143
15043.0,0,3,537.0,1,4,3,143
14248.0,0,8,302.58,1,4,3,143
12532.0,0,16,349.83000000000004,1,4,3,143
16582.0,0,6,313.61999999999995,1,4,3,143
12355.0,0,13,459.4,1,4,3,143
13245.0,0,16,430.5,1,4,3,143
15803.0,0,8,415.82000000000005,1,4,3,143
14967.0,0,6,463.8,1,4,3,143
16761.0,0,13,316.62,1,4,3,143
12515.0,0,16,383.70000000000005,1,4,3,143
16586.0,0,8,463.95,1,4,3,143
13153.0,0,15,486.22,1,4,3,143
15773.0,0,10,635.6800000000001,1,4,3,143
15766.0,0,11,315.05999999999995,1,4,3,143
14752.0,0,5,389.63999999999993,1,4,3,143
13390.0,0,13,544.08,1,4,3,143
15158.0,0,7,401.4000000000001,1,4,3,143
15204.0,0,9,316.58,1,4,3,143
13228.0,0,2,358.0,1,4,3,143
14079.0,0,12,375.0999999999999,1,4,3,143
13484.0,0,8,313.8,1,4,3,143
12884.0,0,7,309.05000000000007,1,4,3,143
15619.0,0,3,336.40000000000003,1,4,3,143
13889.0,0,15,416.9,1,4,3,143
13298.0,0,2,360.0,1,4,3,143
16198.0,0,15,400.681,1,4,3,143
13845.0,0,9,312.98,1,4,3,143
15942.0,0,14,337.43999999999994,1,4,3,143
15944.0,0,6,325.1,1,4,3,143
14687.0,0,15,628.3799999999999,1,4,3,143
15360.0,0,13,427.92999999999995,1,4,3,143
15442.0,0,2,594.0,1,4,3,143
15361.0,0,7,418.9200000000001,1,4,3,143
15368.0,0,4,446.94000000000005,1,4,3,143
16917.0,0,9,391.52000000000004,1,4,3,143
13351.0,0,16,373.94,1,4,3,143
12917.0,0,2,594.0,1,4,3,143
14537.0,0,10,355.56000000000006,1,4,3,143
15385.0,0,12,316.88,1,4,3,143
15970.0,0,11,314.1,1,4,3,143
14012.0,0,11,328.8,1,4,3,143
15389.0,0,1,500.0,1,4,3,143
13347.0,0,8,341.36,1,4,3,143
13990.0,0,16,311.3,1,4,3,143
13986.0,0,13,320.46000000000004,1,4,3,143
15405.0,0,8,349.1,1,4,3,143
12350.0,0,17,334.40000000000003,1,4,3,143
